Process,Species,Covariate,Mean,SD,5%,50%,95%,Rhat,ESS,Migratory,Sig
Occupancy,Red-belliedWoodpecker,developed,0.0169,0.3437,-0.5223,0.0075,0.5757,1.0026,1322,R,NO
Occupancy,Red-eyedVireo,developed,0.0582,0.3202,-0.4574,0.0587,0.6127,1.0008,1200,NE,NO
Occupancy,Red-headedWoodpecker,developed,-0.3608,0.3829,-1.0023,-0.3466,0.2363,0.9994,1319,R,NO
Occupancy,RockPigeon,developed,-0.262,0.4138,-0.9573,-0.2538,0.3977,1,1200,R,NO
Occupancy,Red-shoulderedHawk,developed,-0.0413,0.3806,-0.6548,-0.0541,0.5891,1.0025,1200,R,NO
Occupancy,Red-tailedHawk,developed,-0.0812,0.3423,-0.6419,-0.0875,0.4666,1.004,1200,R,NO
Occupancy,Ruby-throatedHummingbird,developed,0.1161,0.423,-0.5345,0.1046,0.8339,1.0078,1000,NE,NO
Occupancy,Red-wingedBlackbird,developed,-0.3011,0.2347,-0.6959,-0.2971,0.0671,1.0123,1200,M,NO
Occupancy,SavannahSparrow,developed,-0.1958,0.3959,-0.866,-0.1868,0.4487,0.9999,1200,M,NO
Occupancy,ScarletTanager,developed,0.4888,0.3476,-0.0486,0.4563,1.0882,1.0002,1200,NE,NO
Occupancy,SongSparrow,developed,0.054,0.1847,-0.2535,0.0545,0.3562,1.0001,1200,R,NO
Occupancy,SwampSparrow,developed,-0.0754,0.3117,-0.5958,-0.0659,0.4238,1.0032,1027,M,NO
Occupancy,TreeSwallow,developed,-0.2048,0.3452,-0.7747,-0.2014,0.3418,1.0035,1200,M,NO
Occupancy,TuftedTitmouse,developed,0.219,0.3956,-0.3986,0.2119,0.8816,1.0014,1200,R,NO
Occupancy,TurkeyVulture,developed,-0.3426,0.3774,-0.9599,-0.3315,0.2353,1.0091,1200,M,NO
Occupancy,Veery,developed,0.3187,0.2658,-0.0946,0.3161,0.7537,1.0043,1200,NE,NO
Occupancy,VirginiaRail,developed,-0.0738,0.4033,-0.7464,-0.0575,0.5843,1.0034,1340,M,NO
Occupancy,WarblingVireo,developed,-0.4268,0.3153,-0.9755,-0.407,0.0596,1.0012,1660,NE,NO
Occupancy,White-breastedNuthatch,developed,0.1895,0.3829,-0.401,0.1675,0.844,1.0006,1200,R,NO
Occupancy,White-eyedVireo,developed,-0.2523,0.3841,-0.8794,-0.2368,0.3612,1.0038,1200,NE,NO
Occupancy,WillowFlycatcher,developed,0.0358,0.3227,-0.4891,0.0317,0.568,1.0029,1200,NE,NO
Occupancy,WildTurkey,developed,0.0211,0.3664,-0.5535,0.0255,0.6286,1.0084,1200,R,NO
Occupancy,WinterWren,developed,-0.1547,0.3631,-0.7705,-0.1608,0.4126,0.9996,1495,M,NO
Occupancy,WoodDuck,developed,-0.2829,0.3978,-0.9509,-0.2552,0.3362,0.9997,1200,M,NO
Occupancy,WoodThrush,developed,0.1025,0.2632,-0.2881,0.0822,0.5686,1.0045,1200,NE,NO
Occupancy,Yellow-billedCuckoo,developed,-0.1774,0.38,-0.8128,-0.1696,0.4554,1.0054,1060,NE,NO
Occupancy,YellowWarbler,developed,-0.2883,0.2755,-0.7509,-0.2835,0.1451,1.0054,807,NE,NO
Occupancy,Yellow-throatedVireo,developed,0.21,0.2867,-0.2442,0.1962,0.6662,1.0128,1200,NE,NO
Occupancy,Yellow-throatedWarbler,developed,0.2528,0.3105,-0.2558,0.2479,0.7553,1.0015,1200,NE,NO
Occupancy,AcadianFlycatcher,developed.edge,0.1053,0.2064,-0.2265,0.1019,0.4497,1.0044,1200,NE,NO
Occupancy,AlderFlycatcher,developed.edge,-0.157,0.3471,-0.7272,-0.1681,0.4043,1.0075,1573,NE,NO
Occupancy,AmericanCrow,developed.edge,0.4609,0.2486,0.086,0.4461,0.9001,1.0047,1200,R,YES
Occupancy,AmericanGoldfinch,developed.edge,-0.1776,0.2694,-0.5994,-0.186,0.2801,1.0132,1088,M,NO
Occupancy,AmericanKestrel,developed.edge,-0.1904,0.347,-0.7587,-0.1816,0.3595,1.0025,1314,R,NO
Occupancy,AmericanRedstart,developed.edge,0.6111,0.2865,0.19,0.5974,1.1327,1.0121,1200,NE,YES
Occupancy,AmericanRobin,developed.edge,-0.6007,0.2288,-0.9642,-0.6022,-0.2306,1,1345,M,YES
Occupancy,AmericanWoodcock,developed.edge,-0.1746,0.3354,-0.7258,-0.1772,0.3479,0.9998,1325,M,NO
Occupancy,BarredOwl,developed.edge,0.0041,0.3338,-0.5246,-0.0021,0.5592,1.0087,1200,R,NO
Occupancy,BaldEagle,developed.edge,-0.1658,0.3498,-0.7114,-0.1645,0.388,1.008,1200,R,NO
Occupancy,BankSwallow,developed.edge,-0.1536,0.3309,-0.7078,-0.1503,0.3835,1.0004,1200,NE,NO
Occupancy,BaltimoreOriole,developed.edge,-0.4481,0.2297,-0.8287,-0.446,-0.0807,1.0115,1200,NE,YES
Occupancy,BarnSwallow,developed.edge,-0.0279,0.2846,-0.4686,-0.0286,0.4532,1.0072,1200,NE,NO
Occupancy,Black-cappedChickadee,developed.edge,-0.0494,0.2995,-0.5148,-0.0605,0.4696,1.0037,1200,R,NO
Occupancy,BeltedKingfisher,developed.edge,-0.2537,0.3042,-0.7678,-0.2455,0.2267,1.0119,1306,R,NO
Occupancy,Blue-grayGnatcatcher,developed.edge,-0.28,0.2061,-0.6117,-0.2842,0.0645,1.0037,1200,M,NO
Occupancy,Brown-headedCowbird,developed.edge,0.0582,0.2366,-0.3095,0.0494,0.4455,1.0042,1200,M,NO
Occupancy,Blue-headedVireo,developed.edge,-0.2011,0.3477,-0.773,-0.1926,0.368,0.9994,1045,NE,NO
Occupancy,BlueJay,developed.edge,0.0882,0.2601,-0.3275,0.0763,0.5321,1.0142,1327,M,NO
Occupancy,Bobolink,developed.edge,-0.0892,0.3612,-0.7259,-0.0873,0.4704,1.0045,1255,NE,NO
Occupancy,BrownCreeper,developed.edge,0.0347,0.2586,-0.3883,0.0414,0.4543,1.0091,1200,M,NO
Occupancy,BrownThrasher,developed.edge,0.1419,0.3118,-0.3704,0.1366,0.6671,1.004,1200,M,NO
Occupancy,Black-throatedGreenWarbler,developed.edge,-0.08,0.3605,-0.6683,-0.0869,0.5135,1.0098,1200,NE,NO
Occupancy,Broad-wingedHawk,developed.edge,-0.0698,0.3395,-0.6672,-0.0677,0.493,1.0017,2041,NE,NO
Occupancy,Blue-wingedWarbler,developed.edge,0.3909,0.2932,-0.0721,0.3776,0.8968,0.9993,1200,NE,NO
Occupancy,CanadaGoose,developed.edge,-0.2514,0.3362,-0.8322,-0.2335,0.2852,1.0053,1200,R,NO
Occupancy,CarolinaWren,developed.edge,-0.537,0.245,-0.9423,-0.5422,-0.1429,1.0148,1200,R,YES
Occupancy,CedarWaxwing,developed.edge,0.1273,0.2324,-0.2457,0.1251,0.5207,1.0011,1314,M,NO
Occupancy,CeruleanWarbler,developed.edge,-0.1062,0.3572,-0.6926,-0.1041,0.4488,1.002,1200,NE,NO
Occupancy,ChippingSparrow,developed.edge,-0.1363,0.2352,-0.5455,-0.1292,0.2296,0.9991,1200,M,NO
Occupancy,ChimneySwift,developed.edge,0.2948,0.2655,-0.1446,0.3025,0.7242,1.0067,1200,NE,NO
Occupancy,CliffSwallow,developed.edge,-0.1403,0.353,-0.7276,-0.1367,0.4353,1.0029,1200,NE,NO
Occupancy,CommonGrackle,developed.edge,-0.4589,0.2739,-0.9116,-0.4457,-0.0389,1.0178,1200,M,YES
Occupancy,Cooper'sHawk,developed.edge,-0.2681,0.294,-0.7598,-0.2632,0.1869,0.999,1200,M,NO
Occupancy,CommonYellowthroat,developed.edge,-0.2459,0.2017,-0.5839,-0.2458,0.0956,1.0064,1200,NE,NO
Occupancy,Dark-eyedJunco,developed.edge,-0.1771,0.2641,-0.6327,-0.1765,0.2384,1.0023,1431,R,NO
Occupancy,DownyWoodpecker,developed.edge,0.0589,0.2885,-0.4059,0.0389,0.5623,1.0077,1200,R,NO
Occupancy,EasternBluebird,developed.edge,-0.1411,0.2689,-0.5718,-0.1397,0.3084,1.0074,1200,M,NO
Occupancy,EasternKingbird,developed.edge,-0.2587,0.2869,-0.7452,-0.244,0.1879,1.0199,1200,NE,NO
Occupancy,EasternMeadowlark,developed.edge,-0.088,0.3372,-0.6628,-0.0871,0.4422,1.0014,1049,M,NO
Occupancy,EasternPhoebe,developed.edge,-0.0774,0.2477,-0.4762,-0.0839,0.3432,1.0031,1200,M,NO
Occupancy,EasternTowhee,developed.edge,0.132,0.2061,-0.2111,0.1348,0.4735,1.0021,1200,M,NO
Occupancy,EasternWood-Pewee,developed.edge,0.0618,0.2536,-0.3297,0.0529,0.4895,1.0029,1200,NE,NO
Occupancy,EuropeanStarling,developed.edge,-0.0252,0.2418,-0.4362,-0.0129,0.3575,1.0115,1200,R,NO
Occupancy,FieldSparrow,developed.edge,0.047,0.246,-0.3555,0.045,0.4533,1.001,1200,M,NO
Occupancy,GreatBlueHeron,developed.edge,-0.4617,0.3119,-0.9884,-0.4471,0.0415,0.9997,1200,M,NO
Occupancy,GreatCrestedFlycatcher,developed.edge,-0.3026,0.3275,-0.8078,-0.3192,0.2546,1.0051,1089,NE,NO
Occupancy,GreatHornedOwl,developed.edge,-0.0927,0.3307,-0.6401,-0.0782,0.4421,1.0056,1200,R,NO
Occupancy,GrayCatbird,developed.edge,-0.192,0.1937,-0.5021,-0.1821,0.1375,1.001,1200,M,NO
Occupancy,GreenHeron,developed.edge,-0.1806,0.3581,-0.7789,-0.1826,0.3953,1.0005,1301,M,NO
Occupancy,HairyWoodpecker,developed.edge,-0.0879,0.3335,-0.6228,-0.0978,0.4833,1.0058,1088,R,NO
Occupancy,HerringGull,developed.edge,-0.2475,0.3432,-0.815,-0.2535,0.3183,0.9995,1098,R,NO
Occupancy,HermitThrush,developed.edge,-0.0973,0.3197,-0.6344,-0.1,0.4272,1.0058,1200,NE,NO
Occupancy,HouseFinch,developed.edge,-0.404,0.3041,-0.922,-0.4021,0.0868,1.012,1200,R,NO
Occupancy,HouseSparrow,developed.edge,-0.232,0.2361,-0.6195,-0.231,0.1628,0.9993,1200,R,NO
Occupancy,HoodedWarbler,developed.edge,0.3523,0.2039,0.0276,0.351,0.6876,1.0022,1200,NE,YES
Occupancy,HouseWren,developed.edge,-0.3121,0.1746,-0.6175,-0.3079,-0.0471,1.0146,1200,M,YES
Occupancy,IndigoBunting,developed.edge,-0.3183,0.1805,-0.614,-0.3211,-0.0259,1.0064,1200,NE,YES
Occupancy,Killdeer,developed.edge,-0.1921,0.2982,-0.6878,-0.1958,0.2986,1.0028,1200,M,NO
Occupancy,LouisianaWaterthrush,developed.edge,0.3538,0.2664,-0.0722,0.3503,0.7861,1.0221,1200,NE,NO
Occupancy,Mallard,developed.edge,-0.3593,0.3394,-0.9393,-0.3308,0.1762,1.0124,1200,M,NO
Occupancy,MourningDove,developed.edge,-0.5162,0.2862,-0.9934,-0.506,-0.0629,1.0008,1200,M,YES
Occupancy,NorthernCardinal,developed.edge,-0.1409,0.2507,-0.5545,-0.139,0.2791,1.0028,1777,R,NO
Occupancy,NorthernFlicker,developed.edge,-0.4035,0.2943,-0.9094,-0.4041,0.06,1.008,1200,M,NO
Occupancy,NorthernParula,developed.edge,-0.1649,0.3608,-0.7495,-0.1619,0.4263,1.001,1200,M,NO
Occupancy,NorthernRough-wingedSwallow,developed.edge,-0.3293,0.302,-0.8439,-0.3154,0.1505,1.0058,1200,M,NO
Occupancy,OrchardOriole,developed.edge,-0.0376,0.2852,-0.4978,-0.0223,0.3963,1.0503,1200,NE,NO
Occupancy,Ovenbird,developed.edge,0.3966,0.2587,-0.0318,0.4011,0.8216,1.0041,1200,NE,NO
Occupancy,PileatedWoodpecker,developed.edge,0.1224,0.2846,-0.342,0.1185,0.6054,1.001,1200,R,NO
Occupancy,PurpleFinch,developed.edge,-0.192,0.3478,-0.769,-0.1963,0.3954,1.0007,1200,M,NO
Occupancy,PurpleMartin,developed.edge,-0.107,0.3549,-0.6894,-0.0972,0.458,1.0066,1200,NE,NO
Occupancy,Rose-breastedGrosbeak,developed.edge,0.2128,0.2613,-0.2103,0.2027,0.6309,1.0141,1068,NE,NO
Occupancy,Ring-billedGull,developed.edge,-0.172,0.2963,-0.663,-0.1551,0.2914,1.0163,1200,R,NO
Occupancy,Red-breastedNuthatch,developed.edge,-0.0216,0.3588,-0.6165,-0.0129,0.5625,1.0045,1200,M,NO
Occupancy,Red-belliedWoodpecker,developed.edge,-0.1441,0.301,-0.636,-0.1492,0.3588,1.0009,1200,R,NO
Occupancy,Red-eyedVireo,developed.edge,0.1888,0.2617,-0.221,0.1766,0.6467,1.0018,1200,NE,NO
Occupancy,Red-headedWoodpecker,developed.edge,-0.2324,0.3242,-0.7723,-0.219,0.2979,1.001,1200,R,NO
Occupancy,RockPigeon,developed.edge,-0.0739,0.3396,-0.609,-0.0784,0.4824,1.0019,1200,R,NO
Occupancy,Red-shoulderedHawk,developed.edge,-0.1345,0.3292,-0.6585,-0.1476,0.406,1.0041,1200,R,NO
Occupancy,Red-tailedHawk,developed.edge,0.0014,0.2917,-0.4617,0.0047,0.4669,1.0014,1200,R,NO
Occupancy,Ruby-throatedHummingbird,developed.edge,-0.0112,0.3187,-0.5287,-0.0124,0.5097,1.0176,1200,NE,NO
Occupancy,Red-wingedBlackbird,developed.edge,-0.1145,0.1934,-0.4354,-0.1113,0.1931,1.0021,1009,M,NO
Occupancy,SavannahSparrow,developed.edge,-0.2025,0.3466,-0.7741,-0.2085,0.3658,1.001,1137,M,NO
Occupancy,ScarletTanager,developed.edge,0.0563,0.2766,-0.3734,0.0442,0.5569,1.0102,1200,NE,NO
Occupancy,SongSparrow,developed.edge,-0.2919,0.1841,-0.5958,-0.2919,0.0134,1.0046,1200,R,NO
Occupancy,SwampSparrow,developed.edge,-0.2035,0.28,-0.6716,-0.2051,0.2504,1.0042,1079,M,NO
Occupancy,TreeSwallow,developed.edge,-0.1728,0.306,-0.6527,-0.1674,0.3139,1.0092,898,M,NO
Occupancy,TuftedTitmouse,developed.edge,-0.3397,0.3127,-0.8415,-0.3473,0.1876,1.0151,1103,R,NO
Occupancy,TurkeyVulture,developed.edge,-0.0516,0.3027,-0.5669,-0.0441,0.4269,1.005,1510,M,NO
Occupancy,Veery,developed.edge,0.1215,0.2487,-0.2685,0.1281,0.5242,1.0064,1200,NE,NO
Occupancy,VirginiaRail,developed.edge,-0.1048,0.3587,-0.6635,-0.1071,0.5072,1.0063,1200,M,NO
Occupancy,WarblingVireo,developed.edge,-0.2701,0.2499,-0.6851,-0.2658,0.143,1.0053,1200,NE,NO
Occupancy,White-breastedNuthatch,developed.edge,-0.012,0.304,-0.5139,-0.0115,0.5116,1.0045,1200,R,NO
Occupancy,White-eyedVireo,developed.edge,-0.0035,0.348,-0.5581,-0.0008,0.5839,1.0101,1200,NE,NO
Occupancy,WillowFlycatcher,developed.edge,-0.209,0.2773,-0.6843,-0.1934,0.2252,1.0006,1200,NE,NO
Occupancy,WildTurkey,developed.edge,-0.0997,0.3294,-0.6334,-0.1001,0.4485,1.0014,1200,R,NO
Occupancy,WinterWren,developed.edge,-0.0506,0.331,-0.5797,-0.0566,0.4764,1.0018,1258,M,NO
Occupancy,WoodDuck,developed.edge,-0.0251,0.3466,-0.5845,-0.0198,0.5379,1.0017,1200,M,NO
Occupancy,WoodThrush,developed.edge,0.161,0.2268,-0.2099,0.1558,0.5304,1.0027,1862,NE,NO
Occupancy,Yellow-billedCuckoo,developed.edge,-0.0622,0.3239,-0.581,-0.0711,0.4964,1.0113,1331,NE,NO
Occupancy,YellowWarbler,developed.edge,-0.2702,0.2218,-0.6454,-0.2667,0.0858,1.0032,1200,NE,NO
Occupancy,Yellow-throatedVireo,developed.edge,0.34,0.2821,-0.1024,0.3298,0.8001,1.0056,1438,NE,NO
Occupancy,Yellow-throatedWarbler,developed.edge,-0.197,0.3157,-0.7176,-0.1896,0.2863,1.0027,1200,NE,NO
Detection,AcadianFlycatcher,Intercept,0.8657,0.1522,0.6201,0.8675,1.1094,0.9993,1200,NE,YES
Detection,AlderFlycatcher,Intercept,-1.6718,1.0728,-3.4733,-1.6232,0.0597,1.0285,855,NE,NO
Detection,AmericanCrow,Intercept,-0.6466,0.2494,-1.0536,-0.655,-0.2412,1.0034,1200,R,YES
Detection,AmericanGoldfinch,Intercept,0.0825,0.1322,-0.1314,0.0813,0.3061,0.9996,1200,M,NO
Detection,AmericanKestrel,Intercept,-1.5858,1.1148,-3.4222,-1.5395,0.1486,1.0147,806,R,NO
Detection,AmericanRedstart,Intercept,-0.7968,0.4772,-1.5775,-0.804,-0.0212,1.0034,1200,NE,YES
Detection,AmericanRobin,Intercept,1.031,0.1173,0.8388,1.0329,1.2167,1.0076,1200,M,YES
Detection,AmericanWoodcock,Intercept,-0.8904,0.8957,-2.4258,-0.8297,0.4482,1.0087,709,M,NO
Detection,BarredOwl,Intercept,-2.0913,0.8849,-3.6157,-2.0222,-0.6872,1.0401,494,R,YES
Detection,BaldEagle,Intercept,-2.1513,1.0573,-3.9568,-2.0952,-0.5023,1.0404,353,R,YES
Detection,BankSwallow,Intercept,-1.7504,0.9519,-3.3446,-1.7456,-0.1553,1.0029,822,NE,YES
Detection,BaltimoreOriole,Intercept,-0.6358,0.2162,-1.0046,-0.6368,-0.2919,1.0248,1200,NE,YES
Detection,BarnSwallow,Intercept,-1.6467,0.5982,-2.6454,-1.6351,-0.693,0.9995,925,NE,YES
Detection,Black-cappedChickadee,Intercept,0.0925,0.1149,-0.094,0.0918,0.287,1.0002,1200,R,NO
Detection,BeltedKingfisher,Intercept,-2.0096,0.4813,-2.813,-2.0074,-1.2193,1.0124,971,R,YES
Detection,Blue-grayGnatcatcher,Intercept,-0.4093,0.1573,-0.6673,-0.4088,-0.1657,1.0012,1200,M,YES
Detection,Brown-headedCowbird,Intercept,-0.1385,0.1318,-0.3602,-0.1385,0.0768,1.0036,1200,M,NO
Detection,Blue-headedVireo,Intercept,-1.604,1.0279,-3.2918,-1.583,0.046,1.0014,1102,NE,NO
Detection,BlueJay,Intercept,0.51,0.1183,0.32,0.5081,0.7089,1.0009,996,M,YES
Detection,Bobolink,Intercept,-1.409,1.2578,-3.5008,-1.3912,0.6422,1.0178,1099,NE,NO
Detection,BrownCreeper,Intercept,-1.1171,0.443,-1.8842,-1.1093,-0.4241,1.0025,1200,M,YES
Detection,BrownThrasher,Intercept,-1.8472,0.72,-3.0555,-1.8167,-0.6919,1.0203,875,M,YES
Detection,Black-throatedGreenWarbler,Intercept,-1.3586,1.2612,-3.4073,-1.361,0.667,1.0095,1200,NE,NO
Detection,Broad-wingedHawk,Intercept,-1.838,0.9794,-3.5195,-1.7975,-0.3135,1.0135,798,NE,YES
Detection,Blue-wingedWarbler,Intercept,-1.0453,0.6066,-2.0904,-1.0253,-0.1041,1.0124,1200,NE,YES
Detection,CanadaGoose,Intercept,-2.3276,0.5942,-3.3078,-2.3159,-1.3544,1.0044,633,R,YES
Detection,CarolinaWren,Intercept,-1.0185,0.2365,-1.3997,-1.0171,-0.6027,0.9993,1200,R,YES
Detection,CedarWaxwing,Intercept,-0.76,0.2173,-1.1205,-0.7596,-0.4054,1.0102,1200,M,YES
Detection,CeruleanWarbler,Intercept,-1.4387,1.2611,-3.412,-1.4404,0.6445,1.0202,981,NE,NO
Detection,ChippingSparrow,Intercept,-0.89,0.3145,-1.4096,-0.8749,-0.3819,1.0048,918,M,YES
Detection,ChimneySwift,Intercept,-0.9426,0.2212,-1.2936,-0.9368,-0.5855,1.004,1039,NE,YES
Detection,CliffSwallow,Intercept,-1.7449,1.036,-3.4835,-1.7273,-0.1122,1.0144,974,NE,YES
Detection,CommonGrackle,Intercept,-1.142,0.2277,-1.5171,-1.136,-0.7745,1.0016,1200,M,YES
Detection,Cooper'sHawk,Intercept,-1.2113,0.6338,-2.2894,-1.2071,-0.2057,1.0053,989,M,YES
Detection,CommonYellowthroat,Intercept,0.0547,0.216,-0.3052,0.059,0.3984,1.0038,1200,NE,NO
Detection,Dark-eyedJunco,Intercept,-1.0233,0.4211,-1.7284,-1.0197,-0.3453,0.9997,844,R,YES
Detection,DownyWoodpecker,Intercept,-0.0726,0.1285,-0.2747,-0.0791,0.1427,1.0095,1036,R,NO
Detection,EasternBluebird,Intercept,-1.5954,0.4033,-2.283,-1.573,-0.9739,1.0015,982,M,YES
Detection,EasternKingbird,Intercept,-0.3945,0.5186,-1.3133,-0.3709,0.4154,1.0045,1200,NE,NO
Detection,EasternMeadowlark,Intercept,-0.8117,0.9176,-2.4244,-0.771,0.6587,1.0019,1067,M,NO
Detection,EasternPhoebe,Intercept,-1.2094,0.4697,-2.0044,-1.2026,-0.4582,1.0047,1034,M,YES
Detection,EasternTowhee,Intercept,-0.493,0.2638,-0.9186,-0.4995,-0.0661,0.9998,1200,M,YES
Detection,EasternWood-Pewee,Intercept,1.0357,0.1226,0.8315,1.0355,1.2398,1.002,1200,NE,YES
Detection,EuropeanStarling,Intercept,-0.5257,0.3502,-1.1049,-0.5235,0.0427,0.999,1200,R,NO
Detection,FieldSparrow,Intercept,0.7231,0.405,0.072,0.7043,1.4108,0.9997,1106,M,YES
Detection,GreatBlueHeron,Intercept,-1.7622,0.6596,-2.8978,-1.7374,-0.7022,1.0015,905,M,YES
Detection,GreatCrestedFlycatcher,Intercept,-1.0438,0.1851,-1.346,-1.0423,-0.7386,1.0298,1228,NE,YES
Detection,GreatHornedOwl,Intercept,-1.7431,1.0573,-3.5652,-1.6939,-0.0065,1.0089,786,R,YES
Detection,GrayCatbird,Intercept,0.1306,0.1626,-0.1317,0.1333,0.4005,1.0143,1200,M,NO
Detection,GreenHeron,Intercept,-1.5833,1.14,-3.4391,-1.5279,0.2853,1.0258,864,M,NO
Detection,HairyWoodpecker,Intercept,-1.782,0.2696,-2.2101,-1.7817,-1.3281,1.0162,886,R,YES
Detection,HerringGull,Intercept,-0.5173,0.9823,-2.1427,-0.5044,0.9984,1.0045,1200,R,NO
Detection,HermitThrush,Intercept,0.5198,0.8398,-0.8467,0.5426,1.8766,1.0047,1074,NE,NO
Detection,HouseFinch,Intercept,-1.7238,0.4138,-2.4045,-1.7338,-1.0363,0.9999,972,R,YES
Detection,HouseSparrow,Intercept,-0.256,0.2937,-0.7445,-0.2551,0.2375,1.0017,1200,R,NO
Detection,HoodedWarbler,Intercept,0.178,0.1975,-0.1573,0.1815,0.4885,1.0063,1200,NE,NO
Detection,HouseWren,Intercept,0.4592,0.1688,0.1867,0.4629,0.7315,1.0096,1306,M,YES
Detection,IndigoBunting,Intercept,0.1154,0.1717,-0.1767,0.1144,0.3968,1.0047,1091,NE,NO
Detection,Killdeer,Intercept,-1.0571,0.6181,-2.1168,-1.0324,-0.1067,1.0143,1200,M,YES
Detection,LouisianaWaterthrush,Intercept,-0.8727,0.4934,-1.7188,-0.8532,-0.1023,0.9996,1200,NE,YES
Detection,Mallard,Intercept,-1.7074,0.7711,-3.0146,-1.6472,-0.4765,1.0002,640,M,YES
Detection,MourningDove,Intercept,-1.4557,0.3602,-2.0477,-1.4594,-0.853,1.0041,1200,M,YES
Detection,NorthernCardinal,Intercept,0.8417,0.1171,0.6508,0.8424,1.0291,1.0021,1200,R,YES
Detection,NorthernFlicker,Intercept,-1.5597,0.304,-2.0448,-1.5604,-1.0543,0.9992,1003,M,YES
Detection,NorthernParula,Intercept,-1.6294,1.1134,-3.448,-1.6065,0.1218,1.0121,818,M,NO
Detection,NorthernRough-wingedSwallow,Intercept,-1.5663,0.5714,-2.5289,-1.5686,-0.6345,1.001,1003,M,YES
Detection,OrchardOriole,Intercept,-1.0501,0.4262,-1.7552,-1.0574,-0.3538,1.0025,1200,NE,YES
Detection,Ovenbird,Intercept,-0.1117,0.4332,-0.8381,-0.0989,0.5935,1.0032,1200,NE,NO
Detection,PileatedWoodpecker,Intercept,-1.7376,0.2894,-2.2119,-1.7396,-1.2634,1.0149,787,R,YES
Detection,PurpleFinch,Intercept,-1.6577,1.1064,-3.5701,-1.6304,0.034,1.0185,512,M,NO
Detection,PurpleMartin,Intercept,-1.3596,1.3006,-3.5653,-1.3332,0.7895,1.0052,879,NE,NO
Detection,Rose-breastedGrosbeak,Intercept,-1.2231,0.314,-1.7533,-1.2217,-0.7138,1.0036,1278,NE,YES
Detection,Ring-billedGull,Intercept,-0.8008,0.4911,-1.6131,-0.8064,-0.0188,0.9996,1303,R,YES
Detection,Red-breastedNuthatch,Intercept,-1.6551,1.1149,-3.5535,-1.6492,0.1663,1.0167,749,M,NO
Detection,Red-belliedWoodpecker,Intercept,0.3488,0.1103,0.1678,0.3549,0.5312,1.0096,1200,R,YES
Detection,Red-eyedVireo,Intercept,0.9782,0.1142,0.7933,0.9749,1.1622,1.0038,1087,NE,YES
Detection,Red-headedWoodpecker,Intercept,-1.8095,0.8147,-3.1647,-1.7806,-0.5457,1.0182,848,R,YES
Detection,RockPigeon,Intercept,-1.8819,1.0596,-3.7577,-1.8437,-0.2126,1.0034,628,R,YES
Detection,Red-shoulderedHawk,Intercept,-2.6752,0.604,-3.5204,-2.7434,-1.5673,1.0089,569,R,YES
Detection,Red-tailedHawk,Intercept,-2.212,0.628,-3.2943,-2.2005,-1.2285,1.0589,570,R,YES
Detection,Ruby-throatedHummingbird,Intercept,-2.4737,0.2786,-2.8898,-2.4874,-1.9966,1.0049,848,NE,YES
Detection,Red-wingedBlackbird,Intercept,0.6021,0.1916,0.3014,0.6038,0.9183,1.003,1200,M,YES
Detection,SavannahSparrow,Intercept,-0.5376,0.9846,-2.1827,-0.524,1.035,0.9999,1200,M,NO
Detection,ScarletTanager,Intercept,-0.5574,0.1522,-0.8217,-0.558,-0.3147,0.9996,1423,NE,YES
Detection,SongSparrow,Intercept,0.8657,0.1575,0.6092,0.8601,1.1317,1.0018,1200,R,YES
Detection,SwampSparrow,Intercept,0.3654,0.5686,-0.5937,0.376,1.2799,1.0034,1200,M,NO
Detection,TreeSwallow,Intercept,-0.8089,0.5554,-1.7224,-0.7871,0.0674,1.0067,1454,M,NO
Detection,TuftedTitmouse,Intercept,0.6526,0.1108,0.467,0.6535,0.8396,1.0075,1200,R,YES
Detection,TurkeyVulture,Intercept,-2.517,0.6106,-3.4727,-2.5354,-1.4751,1.0105,706,M,YES
Detection,Veery,Intercept,-1.1722,0.4647,-1.9377,-1.1633,-0.4316,1.0071,1093,NE,YES
Detection,VirginiaRail,Intercept,-1.3873,1.3067,-3.5374,-1.3886,0.6959,1.0177,1020,M,NO
Detection,WarblingVireo,Intercept,-0.0998,0.2844,-0.5749,-0.0982,0.3671,1.0003,1200,NE,NO
Detection,White-breastedNuthatch,Intercept,-0.3065,0.1201,-0.5034,-0.3086,-0.0999,1.0038,1200,R,YES
Detection,White-eyedVireo,Intercept,0.2375,0.9829,-1.3732,0.257,1.825,1.0019,1200,NE,NO
Detection,WillowFlycatcher,Intercept,-0.181,0.4412,-0.9161,-0.1793,0.545,1.009,1200,NE,NO
Detection,WildTurkey,Intercept,-2.4412,0.9951,-4.1361,-2.3995,-0.9317,1.0126,316,R,YES
Detection,WinterWren,Intercept,-0.9422,0.9647,-2.5905,-0.8747,0.5296,1.0113,834,M,NO
Detection,WoodDuck,Intercept,-1.8677,0.9955,-3.6627,-1.835,-0.3399,1.0222,686,M,YES
Detection,WoodThrush,Intercept,-0.2262,0.1494,-0.4599,-0.2327,0.0279,1.0018,1200,NE,NO
Detection,Yellow-billedCuckoo,Intercept,-2.4351,0.8365,-3.8415,-2.4085,-1.0516,1.0021,466,NE,YES
Detection,YellowWarbler,Intercept,-0.0438,0.228,-0.4148,-0.055,0.3505,1.0021,1431,NE,NO
